id,title,subtitle,authors,publisher,published_date,description,categories,page_count,average_rating,ratings_count,language,isbn_10,isbn_13,info_link,buy_link,retail_price,currency_code,thumbnail_link,is_ebook,genre
xTZpzgEACAAJ,Starting Over In Maple Bay,A Sweet Small Town Cowboy Romance,Brittney Joy,Independently Published,2021-01-18,"Welcome to Maple Bay, a small Midwestern town with heaps of heart--where family dinner is a must, and someone will always leave the light on for you. A new series perfect for fans of Debbie Macomber, Jenny Hale, and Susan Mallery. An inheritance from a mother she never knew. But can this fixer-upper mend her heart? Hazel didn't think there was anything a homemade apple pie couldn't fix--until her husband divorced her and left her broke. Trying her best to raise her ten-year old daughter and make",,0,,0,en,,9798594125308,http://books.google.com/books?id=xTZpzgEACAAJ&dq=romance&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Romance
8b9_EAAAQBAJ,Under The Golden Sun,A Novel,Jenny Ashcroft,St. Martin's Griffin,2023-08-08,"A ""remarkable novel of family and love during a time of war,""* Jenny Ashcroft's Under the Golden Sun follows a soul-searching young woman who takes a leap of faith and discovers a place to call home and someone to share her heart. England, 1941. The world is at war. London is under siege as the German blitz pounds the city without warning, without mercy. Rose Hamilton did her part as a member of the Women’s Auxiliary Air Force until she was unfairly discharged following a tragic loss. Working as",Fiction,0,,0,en,1250793386,9781250793386,http://books.google.com/books?id=8b9_EAAAQBAJ&dq=romance&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Romance
BViC_wkbd4oC,Mikhail Bakhtin,Creation of a Prosaics,"Gary Saul Morson, Caryl Emerson",Stanford University Press,1990,"Books about thinkers require a kind of unity that their thought may not possess. This cautionary statement is especially applicable to Mikhail Bakhtin, whose intellectual development displays a diversity of insights that cannot be easily integrated or accurately described in terms of a single overriding concern. Indeed, in a career spanning some sixty years, he experienced both dramatic and gradual changes in his thinking, returned to abandoned insights that he then developed in unexpected ways,",Literary Criticism,1108,5,1,en,0804718229,9780804718226,http://books.google.com/books?id=BViC_wkbd4oC&dq=romance&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Romance
UYaTzQEACAAJ,The Longing Of Lone Wolves,A Fantasy Romance,Lana Pecherczyk,Lana Pecherczyk,2020-06-08,"Rush is a Fae Guardian, a wolf-shifter whose enhanced abilities have made him a ruthless protector of Elphyne. His job is to protect the realm from the human enemy, and to ensure the sins of the past never come to pass again lest magic die forever. But one night of weakness resulted in a curse worse than death - exile. Now he spends his lonely time longing to be part of the living, once again protecting them from monsters... until one mysteriously washes up on the shores of his lake. Clarke is h",,368,,0,en,0648593975,9780648593973,http://books.google.com/books?id=UYaTzQEACAAJ&dq=romance&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Romance
2HEYgFz_kioC,The Disunity Of Science,"Boundaries, Contexts, and Power","Peter Louis Galison, David J. Stump",Stanford University Press,1996,"Is science unified or disunified? Over the last century, the question has raised the interest (and hackles) of scientists, philosophers, historians, and sociologists of science, for at stake is how science and society fit together. Recent years have seen a turn largely against the rhetoric of unity, ranging from the please of condensed matter physicists for disciplinary autonomy all the way to discussions in the humanities and social sciences that involve local history, feminism, multiculturalis",Science,584,4,1,en,0804725624,9780804725620,http://books.google.com/books?id=2HEYgFz_kioC&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
gFGrAgAAQBAJ,Hollywood Science,"Movies, Science, and the End of the World",Sidney Perkowitz,Columbia University Press,2010-02-22,"In this book, a scientist and dedicated film enthusiast discusses the portrayal of science in more than one hundred films, including science fiction, scientific biographies, and documentaries. Beginning with early films like Voyage to the Moon and Metropolis and concluding with more recent offerings like The Matrix, War of the Worlds, A Beautiful Mind, and An Inconvenient Truth, Sidney Perkowitz questions how much faith we can put into Hollywood's depiction of scientists and their work, how accu",Science,269,,0,en,0231142811,9780231142816,http://books.google.com/books?id=gFGrAgAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
3RijBQAAQBAJ,Communication: The Essence Of Science,"Facilitating Information Exchange Among Librarians, Scientists, Engineers and Students",William D. Garvey,Elsevier,2014-05-19,"Communication: The Essence of Science provides information pertinent to the fundamental aspects of scientific communication. This book focuses on those information-exchange activities that take place mainly among scientists actively involved on the research front. Organized into five chapters, this book begins with an overview of the psychologists' description of the communication structure of science. This text then examines the relationship among spanning, connecting, and integrating the vario",Science,347,,0,en,148318207X,9781483182070,https://play.google.com/store/books/details?id=3RijBQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=3RijBQAAQBAJ&rdid=book-3RijBQAAQBAJ&rdot=1&source=gbs_api,58.36,USD,,True,Science
gXah1Uf9MuIC,What Is Science?,,Rebecca Kai Dotlich,Macmillan,2006-08-08,"Introduces young children to the ever-changing world of science and about curiosity, asking questions, and exploring possible answers.",Juvenile Nonfiction,22,,0,en,0805073949,9780805073942,http://books.google.com/books?id=gXah1Uf9MuIC&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
5WxyDwAAQBAJ,Citizen Science,"Innovation in Open Science, Society and Policy","Susanne Hecker, Muki Haklay, Anne Bowser, Zen Makuch, Johannes Vogel, Aletta Bonn",UCL Press,2018-10-15,"Citizen science, the active participation of the public in scientific research projects, is a rapidly expanding field in open science and open innovation. It provides an integrated model of public knowledge production and engagement with science. As a growing worldwide phenomenon, it is invigorated by evolving new technologies that connect people easily and effectively with the scientific community. Catalysed by citizens’ wishes to be actively involved in scientific processes, as a result of rec",Science,582,5,1,en,1787352331,9781787352339,https://play.google.com/store/books/details?id=5WxyDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=5WxyDwAAQBAJ&rdid=book-5WxyDwAAQBAJ&rdot=1&source=gbs_api,0,USD,,True,Science
JdmYv3k5NowC,The Fundamental Role Of Science And Technology In International Development,An Imperative for the U.S. Agency for International Development,"National Research Council, Policy And Global Affairs, Development, Security, And Cooperation, Office For Central Europe And Eurasia, Committee On Science And Technology In Foreign Assistance",National Academies Press,2006-05-24,"In October 2003 the U.S. Agency for International Development (USAID) and the National Research Council (NRC) entered into a cooperative agreement. The agreement called for the NRC to examine selected aspects of U.S. foreign assistance activities-primarily the programs of the USAID-that have benefited or could benefit from access to strong science, technology, and medical capabilities in the United States or elsewhere. After considering the many aspects of the role of science and technology (S&T",Political Science,162,,0,en,0309164737,9780309164733,https://play.google.com/store/books/details?id=JdmYv3k5NowC&source=gbs_api,https://play.google.com/store/books/details?id=JdmYv3k5NowC&rdid=book-JdmYv3k5NowC&rdot=1&source=gbs_api,36.99,USD,,True,Science
UG9OEAAAQBAJ,The Voice Of Science,British Scientists on the Lecture Circuit in Gilded Age America,Diarmid A. Finnegan,University of Pittsburgh Press,2021-10-12,"For many in the nineteenth century, the spoken word had a vivacity and power that exceeded other modes of communication. This conviction helped to sustain a diverse and dynamic lecture culture that provided a crucial vehicle for shaping and contesting cultural norms and beliefs. As science increasingly became part of public culture and debate, its spokespersons recognized the need to harness the presumed power of public speech to recommend the moral relevance of scientific ideas and attitudes. W",Science,285,,0,en,0822988399,9780822988397,https://play.google.com/store/books/details?id=UG9OEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=UG9OEAAAQBAJ&rdid=book-UG9OEAAAQBAJ&rdot=1&source=gbs_api,52,USD,,True,Science
zmqYDwAAQBAJ,Disrupting Science,"Social Movements, American Scientists, and the Politics of the Military, 1945-1975",Kelly Moore,Princeton University Press,2013-12-15,"""Drawing extensively from archival sources and in-depth interviews, Kelly Moore examines the features of American science that made it an attractive target for protesters in the early cold war and Vietnam eras, including scientists' work in military research and activities perceived as environmentally harmful. She describes the intellectual traditions that protesters drew from - liberalism, moral individualism, and the New Left - and traces the rise and influence of scientist-led protest organiz",Biography & Autobiography,325,,0,en,0691162093,9780691162096,http://books.google.com/books?id=zmqYDwAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
_TCdDwAAQBAJ,What Science Is And How It Really Works,,James C. Zimring,Cambridge University Press,2019-07-18,"A timely and accessible synthesis of the strengths, weaknesses and reality of science through the eyes of a practicing scientist.",Philosophy,407,,0,en,1108476856,9781108476850,http://books.google.com/books?id=_TCdDwAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
CglaEAAAQBAJ,Strategic Science Communication,A Guide to Setting the Right Objectives for More Effective Public Engagement,"John C. Besley, Anthony Dudo",JHU Press,2022-09-27,What tactics can effective science communicators use to reach a wide audience and achieve their goals? Effective science communication—the type that can drive behavior change while boosting the likelihood that people will turn to science when faced with challenges—is not simply a matter of utilizing social media or employing innovative tactics like nudges. Even more important for success is building long-term strategic paths to achieve well-articulated goals. Smart science communicators also wan,Medical,333,,0,en,1421444216,9781421444215,https://play.google.com/store/books/details?id=CglaEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=CglaEAAAQBAJ&rdid=book-CglaEAAAQBAJ&rdot=1&source=gbs_api,39.95,USD,,True,Science
hxGPCwAAQBAJ,Science Blogging,The Essential Guide,"Christie Wilcox, Bethany Brookshire, Jason G. Goldman",Yale University Press,2016-01-01,"Here is the essential how-to guide for communicating scientific research and discoveries online, ideal for journalists, researchers, and public information officers looking to reach a wide lay audience. Drawing on the cumulative experience of twenty-seven of the greatest minds in scientific communication, this invaluable handbook targets the specific questions and concerns of the scientific community, offering help in a wide range of digital areas, including blogging, creating podcasts, tweeting",Computers,288,,0,en,0300197551,9780300197556,http://books.google.com/books?id=hxGPCwAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
OuUMrgEACAAJ,The New York Times Book Of Science,More Than 150 Years of Groundbreaking Scientific Coverage,David Corcoran,Union Square & Company,2015,"Collects over 150 years of science articles from the New York Times, including stories on Einstein, the AIDS crisis, and the Curiosity rover.",Science,0,,0,en,1402793219,9781402793219,http://books.google.com/books?id=OuUMrgEACAAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
nU8IDAAAQBAJ,Groovy Science,"Knowledge, Innovation, and American Counterculture","David Kaiser, W. Patrick Mccray",University of Chicago Press,2016-05-31,"Did the Woodstock generation reject science—or re-create it? An “enthralling” study of a unique period in scientific history (New Scientist). Our general image of the youth of the late 1960s and early 1970s is one of hostility to things like missiles and mainframes and plastics—and an enthusiasm for alternative spirituality and getting “back to nature.” But this enlightening collection reveals that the stereotype is overly simplistic. In fact, there were diverse ways in which the era’s countercu",Science,433,,0,en,022637307X,9780226373072,https://play.google.com/store/books/details?id=nU8IDAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=nU8IDAAAQBAJ&rdid=book-nU8IDAAAQBAJ&rdot=1&source=gbs_api,9.99,USD,,True,Science
ygzJEAAAQBAJ,An Introduction To Statistical Learning,with Applications in Python,"Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani, Jonathan Taylor",Springer Nature,2023-06-30,"An Introduction to Statistical Learning provides an accessible overview of the field of statistical learning, an essential toolset for making sense of the vast and complex data sets that have emerged in fields ranging from biology to finance, marketing, and astrophysics in the past twenty years. This book presents some of the most important modeling and prediction techniques, along with relevant applications. Topics include linear regression, classification, resampling methods, shrinkage approac",Mathematics,617,,0,en,3031387473,9783031387470,https://play.google.com/store/books/details?id=ygzJEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=ygzJEAAAQBAJ&rdid=book-ygzJEAAAQBAJ&rdot=1&source=gbs_api,70.19,USD,,True,Science
vfi3DQAAQBAJ,R For Data Science,"Import, Tidy, Transform, Visualize, and Model Data","Hadley Wickham, Garrett Grolemund","""O'Reilly Media, Inc.""",2016-12-12,"Learn how to use R to turn raw data into insight, knowledge, and understanding. This book introduces you to R, RStudio, and the tidyverse, a collection of R packages designed to work together to make data science fast, fluent, and fun. Suitable for readers with no previous programming experience, R for Data Science is designed to get you doing data science as quickly as possible. Authors Hadley Wickham and Garrett Grolemund guide you through the steps of importing, wrangling, exploring, and mode",Computers,521,5,1,en,1491910364,9781491910368,http://books.google.com/books?id=vfi3DQAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
